"date_start","date_end","region","sub_region_1","coverage_type","coverage_cum_percent","coverage_cum_individuals"
"2021-02-21","2021-02-27","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-28","2021-03-06","ON","Halton Region Public Health","At least one dose",3.43499978309505,22171
"2021-02-28","2021-03-06","ON","Halton Region Public Health","Completed primary series",1.78931092395312,11549
"2021-02-28","2021-03-06","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-28","2021-03-06","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-07","2021-03-13","ON","Halton Region Public Health","At least one dose",4.75192270746959,30671
"2021-03-07","2021-03-13","ON","Halton Region Public Health","Completed primary series",1.82231146311686,11762
"2021-03-07","2021-03-13","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-03-07","2021-03-13","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-14","2021-03-20","ON","Halton Region Public Health","At least one dose",6.88223920278134,44421
"2021-03-14","2021-03-20","ON","Halton Region Public Health","Completed primary series",1.86631218200185,12046
"2021-03-14","2021-03-20","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000154932108749946,1
"2021-03-14","2021-03-20","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-21","2021-03-27","ON","Halton Region Public Health","At least one dose",9.28694046268925,59942
"2021-03-21","2021-03-27","ON","Halton Region Public Health","Completed primary series",2.02279361183929,13056
"2021-03-21","2021-03-27","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000154932108749946,1
"2021-03-21","2021-03-27","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-28","2021-04-03","ON","Halton Region Public Health","At least one dose",12.0577462955733,77826
"2021-03-28","2021-04-03","ON","Halton Region Public Health","Completed primary series",2.18764137554923,14120
"2021-03-28","2021-04-03","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000154932108749946,1
"2021-03-28","2021-04-03","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-04","2021-04-10","ON","Halton Region Public Health","At least one dose",16.0491072811894,103588
"2021-04-04","2021-04-10","ON","Halton Region Public Health","Completed primary series",2.28292462243045,14735
"2021-04-04","2021-04-10","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000154932108749946,1
"2021-04-04","2021-04-10","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-11","2021-04-17","ON","Halton Region Public Health","At least one dose",20.2547393732067,130733
"2021-04-11","2021-04-17","ON","Halton Region Public Health","Completed primary series",2.4257720266979,15657
"2021-04-11","2021-04-17","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000154932108749946,1
"2021-04-11","2021-04-17","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-18","2021-04-24","ON","Halton Region Public Health","At least one dose",25.825323343311,166688
"2021-04-18","2021-04-24","ON","Halton Region Public Health","Completed primary series",2.55002757791536,16459
"2021-04-18","2021-04-24","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000154932108749946,1
"2021-04-18","2021-04-24","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-25","2021-05-01","ON","Halton Region Public Health","At least one dose",30.8995048369804,199439
"2021-04-25","2021-05-01","ON","Halton Region Public Health","Completed primary series",2.67366340069781,17257
"2021-04-25","2021-05-01","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000154932108749946,1
"2021-04-25","2021-05-01","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-02","2021-05-08","ON","Halton Region Public Health","At least one dose",35.2781960944714,227701
"2021-05-02","2021-05-08","ON","Halton Region Public Health","Completed primary series",2.81418682333402,18164
"2021-05-02","2021-05-08","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000154932108749946,1
"2021-05-02","2021-05-08","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-09","2021-05-15","ON","Halton Region Public Health","At least one dose",40.1810226758634,259346
"2021-05-09","2021-05-15","ON","Halton Region Public Health","Completed primary series",3.00692236661895,19408
"2021-05-09","2021-05-15","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000309864217499892,2
"2021-05-09","2021-05-15","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-16","2021-05-22","ON","Halton Region Public Health","At least one dose",46.39953272476,299483
"2021-05-16","2021-05-22","ON","Halton Region Public Health","Completed primary series",3.38480177986007,21847
"2021-05-16","2021-05-22","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000464796326249837,3
"2021-05-16","2021-05-22","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-23","2021-05-29","ON","Halton Region Public Health","At least one dose",52.8651594871127,341215
"2021-05-23","2021-05-29","ON","Halton Region Public Health","Completed primary series",4.07471446012357,26300
"2021-05-23","2021-05-29","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.000619728434999783,4
"2021-05-23","2021-05-29","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-30","2021-06-05","ON","Halton Region Public Health","At least one dose",58.4346589324558,377163
"2021-05-30","2021-06-05","ON","Halton Region Public Health","Completed primary series",5.37645403784062,34702
"2021-05-30","2021-06-05","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.00154932108749946,10
"2021-05-30","2021-06-05","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-06","2021-06-12","ON","Halton Region Public Health","At least one dose",62.4850490515056,403306
"2021-06-06","2021-06-12","ON","Halton Region Public Health","Completed primary series",8.92176548236563,57585
"2021-06-06","2021-06-12","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.00154932108749946,10
"2021-06-06","2021-06-12","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-13","2021-06-19","ON","Halton Region Public Health","At least one dose",64.6680424637924,417396
"2021-06-13","2021-06-19","ON","Halton Region Public Health","Completed primary series",15.717242704247,101446
"2021-06-13","2021-06-19","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.00185918530499935,12
"2021-06-13","2021-06-19","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-20","2021-06-26","ON","Halton Region Public Health","At least one dose",65.8105118337145,424770
"2021-06-20","2021-06-26","ON","Halton Region Public Health","Completed primary series",25.5306424724686,164786
"2021-06-20","2021-06-26","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.00294371006624897,19
"2021-06-20","2021-06-26","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-06-27","2021-07-03","ON","Halton Region Public Health","At least one dose",66.6578355364679,430239
"2021-06-27","2021-07-03","ON","Halton Region Public Health","Completed primary series",34.945711789094,225555
"2021-06-27","2021-07-03","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.00433809904499848,28
"2021-06-27","2021-07-03","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-04","2021-07-10","ON","Halton Region Public Health","At least one dose",67.1674072421465,433528
"2021-07-04","2021-07-10","ON","Halton Region Public Health","Completed primary series",42.7372475381288,275845
"2021-07-04","2021-07-10","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.00573248802374799,37
"2021-07-04","2021-07-10","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-11","2021-07-17","ON","Halton Region Public Health","At least one dose",67.5919212201213,436268
"2021-07-11","2021-07-17","ON","Halton Region Public Health","Completed primary series",48.0162492795657,309918
"2021-07-11","2021-07-17","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.00821140176374713,53
"2021-07-11","2021-07-17","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-18","2021-07-24","ON","Halton Region Public Health","At least one dose",68.1440992557062,439832
"2021-07-18","2021-07-24","ON","Halton Region Public Health","Completed primary series",53.9518532978849,348229
"2021-07-18","2021-07-24","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.00960579074249664,62
"2021-07-18","2021-07-24","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-07-25","2021-07-31","ON","Halton Region Public Health","At least one dose",68.9965357180483,445334
"2021-07-25","2021-07-31","ON","Halton Region Public Health","Completed primary series",58.8540601508419,379870
"2021-07-25","2021-07-31","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.011464976047496,74
"2021-07-25","2021-07-31","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-01","2021-08-07","ON","Halton Region Public Health","At least one dose",69.2813009339308,447172
"2021-08-01","2021-08-07","ON","Halton Region Public Health","Completed primary series",62.1245220344445,400979
"2021-08-01","2021-08-07","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.0137889576787452,89
"2021-08-01","2021-08-07","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-08","2021-08-14","ON","Halton Region Public Health","At least one dose",69.6329968207931,449442
"2021-08-08","2021-08-14","ON","Halton Region Public Health","Completed primary series",64.2566977150613,414741
"2021-08-08","2021-08-14","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.0167326677449941,108
"2021-08-08","2021-08-14","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-15","2021-08-21","ON","Halton Region Public Health","At least one dose",70.1346669889255,452680
"2021-08-15","2021-08-21","ON","Halton Region Public Health","Completed primary series",65.3681806632334,421915
"2021-08-15","2021-08-21","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.0226200878774921,146
"2021-08-15","2021-08-21","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-22","2021-08-28","ON","Halton Region Public Health","At least one dose",70.6034915500028,455706
"2021-08-22","2021-08-28","ON","Halton Region Public Health","Completed primary series",66.5509323814305,429549
"2021-08-22","2021-08-28","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.0283525759012401,183
"2021-08-22","2021-08-28","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-08-29","2021-09-04","ON","Halton Region Public Health","At least one dose",71.1531906718476,459254
"2021-08-29","2021-09-04","ON","Halton Region Public Health","Completed primary series",67.3245084004189,434542
"2021-08-29","2021-09-04","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.0438457867762347,283
"2021-08-29","2021-09-04","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0.000154932108749946,1
"2021-09-05","2021-09-11","ON","Halton Region Public Health","At least one dose",71.5608170499687,461885
"2021-09-05","2021-09-11","ON","Halton Region Public Health","Completed primary series",67.8419816436438,437882
"2021-09-05","2021-09-11","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.121001976933708,781
"2021-09-05","2021-09-11","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0.000309864217499892,2
"2021-09-12","2021-09-18","ON","Halton Region Public Health","At least one dose",71.9255272339661,464239
"2021-09-12","2021-09-18","ON","Halton Region Public Health","Completed primary series",68.4164699028886,441590
"2021-09-12","2021-09-18","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.25734223263366,1661
"2021-09-12","2021-09-18","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0.000309864217499892,2
"2021-09-19","2021-09-25","ON","Halton Region Public Health","At least one dose",72.3576328852697,467028
"2021-09-19","2021-09-25","ON","Halton Region Public Health","Completed primary series",69.1990319841845,446641
"2021-09-19","2021-09-25","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0.380668191198617,2457
"2021-09-19","2021-09-25","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0.000464796326249837,3
"2021-09-26","2021-10-02","ON","Halton Region Public Health","At least one dose",72.6795818072521,469106
